,OFCL,DSHP,HURR_STAT_TRANSFO,SHIP,HWRF,FSSE,GFSO,Consensus_wo_HURR,Consensus_HURR_STAT_TRANSFO,TRUTH,HURR_STAT_GRU,Consensus_HURR_STAT_GRU,HURR_STAT_COMP,Consensus_HURR_STAT_COMP,HURR_STAT,Consensus_HURR_STAT,HURR_GRU_ONLY,Consensus_HURR_GRU_ONLY,HURR_TRANSFO_ONLY,Consensus_HURR_TRANSFO_ONLY
600,55.0,54.0,51.868835,54.0,70.0,54.0,47.0,59.333332,57.46721,40.0,57.43825,58.859562,60.75913,59.68978,60.655598,59.6639,59.834114,59.458527,48.834167,56.70854
601,50.0,49.0,44.939034,49.0,46.0,48.0,48.0,47.666668,46.984756,35.0,47.133457,47.533363,56.25772,49.81443,48.43886,47.859715,51.143246,48.535812,46.434875,47.35872
602,40.0,45.0,43.333294,45.0,38.0,46.0,50.0,43.0,43.083324,30.0,45.09365,43.523415,53.10962,45.527405,45.530457,43.632614,49.842472,44.710617,46.445667,43.861416
603,40.0,38.0,32.575138,38.0,35.0,39.0,42.0,37.333332,36.143784,30.0,29.155777,35.288944,33.4794,36.36985,31.867662,35.966915,33.606102,36.401527,40.527,38.131752
604,30.0,23.0,26.58957,23.0,32.0,25.0,35.0,26.666666,26.647392,24.999998,25.742569,26.435642,26.659597,26.6649,25.15693,26.289232,26.728065,26.682016,36.43687,29.109219
605,75.0,67.0,71.5423,67.0,73.0,79.0,57.0,73.0,72.635574,85.0,64.98083,70.99521,61.822212,70.20555,70.70757,72.426895,67.38723,71.59681,63.067177,70.51679
606,85.0,83.0,77.22155,83.0,98.0,96.0,63.0,92.333336,88.55539,90.0,68.86476,86.46619,75.77081,88.1927,77.9274,88.73185,73.274155,87.56854,66.193016,85.798256
607,90.0,79.0,91.700745,79.0,69.0,90.0,64.0,79.333336,82.425186,100.0,87.76851,81.44212,88.51866,81.62967,92.91859,82.729645,94.35928,83.08982,73.23497,77.80875
608,95.0,86.0,95.19326,86.0,78.0,89.0,72.0,84.333336,87.04832,115.0,84.40194,84.35049,93.30275,86.57568,88.993706,85.49843,89.96765,85.74191,72.8313,81.457825
609,115.0,99.0,112.2399,99.0,90.0,96.0,70.0,95.0,99.309975,120.0,96.03396,95.25849,100.43581,96.35895,102.41957,96.85489,110.28267,98.82066,70.919075,88.97977
610,120.0,102.0,104.711395,102.0,105.0,99.0,74.0,102.0,102.67785,120.0,116.68251,105.67062,104.23165,102.557915,102.31023,102.07756,119.14555,106.28639,74.08588,95.02147
611,120.0,98.0,113.45079,98.0,99.0,108.0,76.0,101.666664,104.6127,115.0,123.27542,107.068855,116.309845,105.32746,123.11093,107.02773,126.244736,107.81119,75.38063,95.09515
612,120.0,108.0,120.32922,108.0,119.0,108.0,73.0,111.666664,113.832306,110.0,125.026855,115.006714,119.09685,113.524216,121.55704,114.13926,121.73453,114.18363,72.19883,101.799706
613,115.0,108.0,123.3109,108.0,117.0,104.0,77.0,109.666664,113.07773,105.0,123.49263,113.12315,119.295746,112.07394,121.164795,112.5412,120.902054,112.47551,75.46964,101.11741
614,110.0,97.0,113.39717,97.0,86.0,100.0,67.0,94.333336,99.09929,110.0,113.02394,99.00598,112.76213,98.94054,112.47148,98.867874,108.18502,97.79626,74.09529,89.27382
615,100.0,94.0,98.520035,94.0,110.0,93.0,70.0,99.0,98.880005,105.0,102.92125,99.980316,104.23462,100.308655,99.50156,99.12539,100.77304,99.44326,68.41301,91.35326
616,100.0,90.0,95.44175,90.0,110.0,95.0,84.0,98.333336,97.610435,110.0,92.0831,96.770775,96.60971,97.90243,94.48439,97.37109,90.21535,96.30383,70.12227,91.28056
617,100.0,95.0,98.987305,95.0,98.0,98.0,69.0,97.0,97.496826,110.0,85.21334,94.05334,89.159,95.03975,84.53821,93.88455,86.688675,94.422165,68.63443,89.90861
618,105.0,101.0,105.35965,101.0,119.0,110.0,78.0,110.0,108.83991,115.0,103.95975,108.48994,102.7675,108.19188,103.15695,108.28924,101.97644,107.99411,75.99289,101.49822
619,100.0,103.0,93.76562,103.0,124.0,107.0,80.0,111.333336,106.94141,115.0,81.66965,103.91741,88.39139,105.59785,89.70279,105.9257,84.978714,104.744675,67.34162,100.3354
620,110.0,104.0,99.678505,104.0,114.0,114.0,74.0,110.666664,107.919624,130.0,102.19803,108.54951,100.41496,108.103745,102.16457,108.541145,107.18117,109.79529,65.70245,99.42561
621,110.0,110.0,97.951004,110.0,126.0,116.0,68.0,117.333336,112.48775,130.0,102.77601,113.694,99.6994,112.92485,99.88867,112.97217,106.74557,114.68639,63.867756,103.96694
622,115.0,115.0,98.683945,115.0,124.0,116.0,69.0,118.333336,113.42099,135.0,117.51027,118.12756,103.28453,114.57114,103.78624,114.69656,119.404495,118.60112,57.900234,103.22506
623,115.0,116.0,100.381714,116.0,118.0,118.0,81.0,117.333336,113.09543,140.0,111.95218,115.988045,101.332016,113.33301,104.949066,114.23727,116.35597,117.08899,60.28684,103.07171
624,120.0,126.0,117.32108,126.0,137.0,120.0,77.0,127.666664,125.08027,140.0,120.66362,125.91591,116.59179,124.89795,118.350006,125.3375,119.665115,125.666275,52.52682,108.88171
625,120.0,118.0,112.028244,118.0,134.0,117.0,82.0,123.0,120.257065,135.0,114.84892,120.962234,113.88153,120.72038,115.39424,121.09856,111.22206,120.05551,47.021202,104.0053
626,120.0,115.0,116.702324,115.0,134.0,115.0,75.0,121.333336,120.17558,135.0,115.18307,119.79577,113.18716,119.29679,116.23631,120.05908,117.845215,120.4613,41.655006,101.41375
627,130.0,119.0,116.23754,119.0,126.0,117.0,72.0,120.666664,119.55939,125.0,110.65097,118.16274,113.352646,118.838165,119.07973,120.26993,117.57057,119.89264,43.351284,101.33782
628,125.0,116.0,111.40495,116.0,119.0,113.0,72.0,116.0,114.85124,125.0,110.56616,114.64154,113.64394,115.41099,116.90058,116.22514,112.08676,115.02169,50.437595,99.6094
629,115.0,106.0,102.60574,106.0,126.0,107.0,73.0,113.0,110.401436,115.0,104.51762,110.8794,111.49154,112.62289,105.61632,111.15408,107.60373,111.65093,56.159428,98.789856
630,115.0,104.0,105.38988,104.0,114.0,106.0,72.0,108.0,107.34747,115.0,102.20839,106.55209,107.47954,107.86989,105.724365,107.43109,112.76829,109.19207,69.8023,98.45058
631,115.0,98.0,81.8733,98.0,114.0,94.0,74.0,102.0,96.96832,105.0,92.684265,99.67107,93.12919,99.782295,99.54346,101.385864,91.86245,99.465614,50.797546,89.19939
632,115.0,98.0,82.4008,98.0,122.0,100.0,68.0,106.666664,100.600204,105.0,91.71921,102.9298,91.28946,102.822365,93.87454,103.468636,97.3677,104.34193,49.634052,92.408516
633,95.0,88.0,70.31581,88.0,105.0,85.0,66.0,92.666664,87.07895,100.0,74.006645,88.00166,81.41124,89.85281,83.88465,90.47116,75.31777,88.329445,52.219696,82.554924
634,105.0,90.0,85.17467,90.0,84.0,80.0,65.0,84.666664,84.79367,85.0,89.57382,85.893456,84.80588,84.70147,90.66095,86.16524,87.15214,85.28803,53.6816,76.9204
635,85.0,81.0,60.635826,81.0,83.0,61.0,57.0,75.0,71.40896,60.0,60.597717,71.39943,70.26457,73.81615,72.38687,74.34672,64.411224,72.352806,47.57062,68.142654
636,80.0,75.0,63.787846,75.0,67.0,59.0,44.0,67.0,66.19696,55.0,78.2285,69.80713,78.20091,69.80023,79.98676,70.24669,76.04302,69.26076,50.904278,62.97607
637,75.0,69.0,56.804775,69.0,51.0,53.0,42.0,57.666668,57.451195,45.0,60.899723,58.47493,73.08478,61.521194,69.084435,60.52111,61.642452,58.660614,49.13823,55.534557
638,50.0,62.0,45.894222,62.0,44.0,45.0,40.0,50.333332,49.223557,45.0,50.711243,50.42781,53.80124,51.20031,50.841038,50.46026,48.24019,49.810047,45.118057,49.029514
639,35.0,29.0,37.713783,29.0,45.0,25.0,36.0,33.0,34.178444,40.0,35.888313,33.722076,38.018692,34.254673,37.77661,34.194153,31.650766,32.662693,38.343815,34.335953
640,35.0,27.0,38.63748,27.0,48.0,33.0,32.0,36.0,36.65937,35.0,35.49086,35.872715,41.945595,37.486397,38.926662,36.731667,34.172073,35.54302,38.20155,36.55039
641,40.0,29.0,32.983356,29.0,33.0,35.0,29.0,32.333332,32.49584,30.0,30.65383,31.913458,30.816137,31.954035,31.642452,32.160614,26.296694,30.824173,34.919018,32.979755
642,35.0,25.0,33.965794,25.0,39.0,32.0,28.0,32.0,32.491447,30.0,36.819027,33.204758,33.189117,32.29728,33.22898,32.307243,36.22374,33.055935,35.60377,32.900944
643,35.0,34.0,28.878004,34.0,34.0,40.0,27.0,36.0,34.2195,30.0,30.112387,34.528095,29.794748,34.44869,30.20058,34.550144,27.547352,33.886837,34.575912,35.64398
644,30.0,27.0,27.26904,27.0,36.0,31.0,25.0,31.333334,30.31726,30.0,28.018091,30.504522,27.629633,30.407408,27.869898,30.467474,25.144352,29.786087,32.37123,31.592808
645,70.0,66.0,70.38348,66.0,81.0,71.0,78.0,72.666664,72.09587,55.0,58.76783,69.191956,72.42402,72.606,71.11822,72.27956,63.38082,70.34521,60.703445,69.67586
646,70.0,67.0,66.0425,67.0,86.0,81.0,77.0,78.0,75.01063,50.0,54.287525,72.071884,66.703224,75.175804,61.925198,73.9813,53.25827,71.81457,59.087494,73.27187
647,65.0,64.0,55.120167,64.0,65.0,78.0,66.0,69.0,65.530045,50.0,51.78449,64.69612,62.95096,67.48774,60.323044,66.830765,52.712837,64.92821,50.603054,64.400764
648,70.0,59.0,50.3922,59.0,52.0,76.0,54.0,62.333332,59.34805,55.0,51.62587,59.656467,59.2604,61.5651,58.050854,61.262714,55.011124,60.50278,48.129105,58.782276
649,60.0,56.0,52.10206,56.0,76.0,62.0,55.0,64.666664,61.525513,60.0,51.37066,61.342667,56.42125,62.605312,56.250782,62.562695,52.675003,61.66875,45.93591,59.98398
650,50.0,47.0,43.67059,47.0,64.0,58.0,62.0,56.333332,53.16765,65.0,44.214794,53.3037,43.969326,53.242332,43.829895,53.207474,43.61766,53.154415,43.9294,53.23235
651,55.0,51.0,45.855934,51.0,56.0,63.0,62.0,56.666668,53.96398,65.0,46.318115,54.07953,47.1396,54.2849,44.522697,53.630676,45.884735,53.971184,43.948128,53.48703
652,60.0,56.0,57.169235,56.0,72.0,65.0,58.0,64.333336,62.54231,70.0,59.185486,63.04637,57.814793,62.703697,59.86766,63.216915,58.321888,62.83047,49.080414,60.520103
653,65.0,71.0,66.77913,71.0,69.0,71.0,59.0,70.333336,69.44478,70.0,68.94587,69.986465,71.38101,70.59525,72.149254,70.787315,74.06439,71.2661,52.398834,65.84971
654,75.0,73.0,73.088455,73.0,90.0,76.0,69.0,79.666664,78.02211,75.0,74.40799,78.352,78.67849,79.419624,74.88901,78.47225,81.15106,80.037766,57.37549,74.09387
655,75.0,65.0,71.847466,65.0,57.0,74.0,65.0,65.333336,66.96187,75.0,71.72163,66.930405,74.70499,67.67625,71.62586,66.90646,71.79072,66.94768,49.21557,61.303894
656,80.0,71.0,77.75882,71.0,84.0,73.0,61.0,76.0,76.439705,80.0,75.41761,75.8544,81.05697,77.264244,81.3615,77.34038,80.7625,77.19063,59.37816,71.84454
657,80.0,68.0,71.0748,68.0,80.0,74.0,66.0,74.0,73.2687,80.0,62.992577,71.248146,70.95946,73.23987,72.55919,73.6398,67.010826,72.25271,50.379993,68.095
658,75.0,68.0,71.09577,68.0,80.0,69.0,65.0,72.333336,72.02394,85.0,69.066635,71.51666,70.9615,71.99037,72.9278,72.48195,71.130264,72.03256,54.81426,67.95357
659,65.0,63.0,58.795742,63.0,71.0,61.0,65.0,65.0,63.448936,85.0,56.118927,62.77973,60.936554,63.98414,68.6327,65.90817,60.598236,63.89956,47.502617,60.625656
660,65.0,61.0,66.08754,61.0,53.0,58.0,56.0,57.333332,59.521885,75.0,64.96985,59.242462,69.658806,60.414703,77.81147,62.452866,63.950195,58.98755,43.95503,53.988758
661,55.0,58.0,60.29687,58.0,43.0,55.0,63.0,52.0,54.07422,65.0,55.466053,52.866512,71.44281,56.860703,67.59904,55.899757,58.553486,53.63837,48.611675,51.15292
662,55.0,60.0,60.537685,60.0,43.0,51.0,48.0,51.333332,53.634422,50.0,64.961815,54.740456,73.4904,56.8726,78.310776,58.077694,61.004345,53.751087,43.95588,49.488968
663,50.0,44.0,53.989674,44.0,36.0,41.0,36.0,40.333332,43.747417,40.0,50.86478,42.966194,62.859978,45.964996,65.290695,46.572674,47.792088,42.19802,45.939327,41.734833
664,50.0,32.0,46.433502,32.0,36.0,39.0,37.0,35.666668,38.358376,35.0,41.040833,37.01021,41.58623,37.146557,41.519356,37.129837,41.064854,37.016212,49.01503,39.003757
665,40.0,27.0,40.48386,27.0,31.0,34.0,31.0,30.666666,33.120964,30.0,38.825848,32.706463,34.035324,31.508831,36.213043,32.05326,37.337723,32.33443,44.555832,34.138958
666,30.0,21.0,33.585243,21.0,29.0,25.0,30.0,25.0,27.14631,30.0,32.901814,26.975452,31.057713,26.514427,30.96472,26.49118,27.007883,25.50197,39.893402,28.72335
667,30.0,18.0,26.886223,18.0,27.0,25.0,26.0,23.333334,24.221556,30.0,29.406364,24.851591,27.471678,24.36792,25.770067,23.942516,27.075071,24.268768,34.87522,26.218805
668,100.0,87.0,81.2995,87.0,126.0,113.0,88.0,108.666664,101.824875,130.0,84.060585,102.515144,76.899376,100.724846,71.851944,99.46298,90.19925,104.04981,66.513,98.12825
669,105.0,88.0,88.543236,88.0,116.0,110.0,86.0,104.666664,100.63581,130.0,95.06255,102.26564,83.63847,99.40962,80.52713,98.63178,103.400154,104.35004,66.971214,95.242805
670,135.0,109.0,102.434326,109.0,124.0,124.0,81.0,119.0,114.85858,125.0,114.82384,117.95596,97.910706,113.72768,100.410324,114.352585,117.277306,118.56933,67.50348,106.12587
671,135.0,133.0,116.117836,133.0,121.0,136.0,80.0,130.0,126.52946,115.0,113.938156,125.98454,114.18686,126.046715,120.32347,127.58087,113.657455,125.91437,65.97133,113.99283
672,130.0,118.0,100.024796,118.0,112.0,128.0,83.0,119.333336,114.506195,110.0,110.28025,117.07006,114.21965,118.05492,117.46762,118.866905,109.31094,116.827736,65.78413,105.94603
673,120.0,108.0,104.89833,108.0,112.0,119.0,86.0,113.0,110.97458,100.0,104.686066,110.92152,109.1606,112.040146,113.18538,113.04634,104.693924,110.92348,65.24768,101.06192
674,110.0,99.0,102.956985,99.0,109.0,112.0,91.0,106.666664,105.73924,90.0,103.92695,105.981735,94.959,103.739746,99.16046,104.790115,104.12563,106.03141,85.51814,101.37953
675,100.0,80.0,89.199615,80.0,124.0,98.0,77.0,100.666664,97.799904,90.0,91.545746,98.38644,86.85092,97.21273,91.16543,98.29136,92.45201,98.61301,63.9205,91.480125
676,95.0,79.0,97.49391,79.0,120.0,96.0,87.0,98.333336,98.123474,90.0,95.45825,97.61456,85.12473,95.03118,90.47029,96.36757,94.67702,97.41925,67.787834,90.69696
677,90.0,85.0,83.80911,85.0,94.0,96.0,86.0,91.666664,89.70228,90.0,82.0762,89.26905,77.20714,88.05179,79.40851,88.60213,80.3233,88.830826,53.692314,82.17308
678,85.0,72.0,67.95587,72.0,107.0,90.0,86.0,89.666664,84.23897,95.0,67.18124,84.04531,67.66152,84.16538,68.182915,84.29573,66.356964,83.83924,53.526573,80.631645
679,90.0,81.0,85.5335,81.0,123.0,99.0,76.0,101.0,97.13338,115.0,84.719284,96.929825,73.863,94.21575,76.49503,94.87376,83.97815,96.74454,50.77293,88.44323
680,85.0,89.0,84.5999,89.0,118.0,100.0,82.0,102.333336,97.89998,120.0,83.84207,97.71052,83.37611,97.594025,79.77328,96.69332,81.53131,97.13283,53.93164,90.23291
681,90.0,83.0,78.50635,83.0,89.0,94.0,85.0,88.666664,86.12659,115.0,75.78167,85.44542,78.09827,86.02457,76.91933,85.72983,77.29967,85.82492,54.060555,80.01514
682,90.0,89.0,83.0284,89.0,85.0,93.0,76.0,89.0,87.507095,110.0,82.68683,87.42171,87.99574,88.74893,87.50877,88.6272,83.77189,87.69297,58.062115,81.265526
683,100.0,112.0,103.75058,112.0,82.0,103.0,68.0,99.0,100.187645,100.0,100.615265,99.40382,99.50149,99.125374,97.2511,98.562775,100.6107,99.40268,56.048626,88.26215
684,100.0,110.0,100.514114,110.0,92.0,92.0,69.0,98.0,98.628525,90.0,82.28826,94.07207,100.5012,98.6253,95.446556,97.36164,86.63861,95.15965,52.74462,86.68616
685,95.0,101.0,82.89629,101.0,86.0,88.0,67.0,91.666664,89.474075,80.0,76.62518,87.906296,90.41058,91.352646,83.25508,89.56377,71.04788,86.51197,51.222027,81.555504
686,85.0,89.0,80.52817,89.0,72.0,83.0,61.0,81.333336,81.13204,75.0,78.172104,80.54303,77.72821,80.43205,81.790115,81.447525,71.84923,78.96231,63.436096,76.859024
687,75.0,82.0,78.061676,82.0,62.0,73.0,63.0,72.333336,73.76542,75.0,70.23863,71.80966,74.79774,72.94943,79.22817,74.057045,66.66323,70.91581,56.822094,68.45552
688,70.0,71.0,73.955826,71.0,58.0,66.0,54.0,65.0,67.23895,70.0,63.34803,64.587006,67.87771,65.71943,75.47598,67.618996,60.971752,63.99294,52.128044,61.782013
689,70.0,70.0,64.74402,70.0,66.0,69.0,63.0,68.333336,67.436005,70.0,60.344044,66.33601,58.636448,65.90911,67.68693,68.17173,54.70382,64.92596,51.139248,64.03481
690,70.0,63.0,54.830242,63.0,64.0,67.0,68.0,64.666664,62.20756,80.0,60.49008,63.62252,55.244396,62.3111,62.35511,64.088776,55.469402,62.36735,51.07847,61.269615
691,80.0,63.0,58.345608,63.0,77.0,72.0,68.0,70.666664,67.5864,100.0,61.77173,68.44293,61.567772,68.391945,64.282616,69.070656,57.181362,67.29534,54.12862,66.53216
692,75.0,64.0,52.3219,64.0,73.0,78.0,72.0,71.666664,66.830475,105.0,58.14275,68.28569,54.925194,67.4813,58.172253,68.29306,53.955418,67.23885,51.458057,66.61452
693,75.0,65.0,58.061615,65.0,76.0,76.0,60.0,72.333336,68.7654,105.0,57.19632,68.54908,60.344574,69.33614,59.99706,69.24927,55.531586,68.1329,58.503704,68.87592
694,85.0,77.0,78.616135,77.0,71.0,86.0,67.0,78.0,78.15404,105.0,77.57252,77.89313,81.866455,78.96661,84.71347,79.67837,77.65188,77.91297,66.62572,75.15643
695,90.0,95.0,94.67656,95.0,98.0,94.0,62.0,95.666664,95.41914,100.0,106.20207,98.30052,90.67259,94.41815,96.77443,95.9436,100.96489,96.99123,65.832,88.208
696,90.0,84.0,84.43005,84.0,102.0,84.0,69.0,90.0,88.60751,95.0,86.22359,89.05589,92.09459,90.52365,93.379906,90.84498,87.868675,89.46717,61.87284,82.96821
697,90.0,75.0,76.328514,75.0,79.0,85.0,70.0,79.666664,78.83213,85.0,82.00235,80.25059,84.36575,80.84144,80.88366,79.97092,84.882706,80.97067,58.864494,74.466125
698,85.0,74.0,75.66045,74.0,101.0,82.0,60.0,85.666664,83.165115,75.0,82.61341,84.90335,79.91638,84.229095,83.4129,85.103226,85.28898,85.57224,58.133266,78.78332
699,75.0,67.0,65.70888,67.0,103.0,78.0,68.0,82.666664,78.427216,65.0,70.276764,79.56919,77.99515,81.49879,79.12454,81.781136,69.16007,79.290016,61.791077,77.44777
700,70.0,59.0,62.45791,59.0,68.0,64.0,54.0,63.666668,63.36448,60.0,64.774864,63.943718,71.56729,65.64182,73.39788,66.09947,64.130585,63.782646,58.318474,62.32962
701,55.0,48.0,50.333828,48.0,45.0,51.0,51.0,48.0,48.583458,60.0,52.039776,49.009945,52.74713,49.186783,59.853535,50.963383,50.7648,48.6912,56.121433,50.030357
702,50.0,36.0,48.988472,36.0,40.0,42.0,53.0,39.333332,41.747116,55.0,48.465782,41.616447,44.310314,40.57758,49.45226,41.863064,45.137196,40.784298,46.894886,41.22372
703,45.0,31.0,42.922844,31.0,44.0,38.0,50.0,37.666668,38.980713,50.0,42.46023,38.86506,42.824234,38.95606,45.780876,39.69522,37.9139,37.728474,46.089333,39.77233
704,45.0,30.0,41.935833,30.0,47.0,40.0,58.0,39.0,39.73396,45.0,41.26535,39.566338,39.57265,39.14316,44.31708,40.32927,38.134506,38.783627,48.41842,41.354607
705,50.0,37.0,46.16794,37.0,46.0,45.0,50.0,42.666668,43.541985,45.0,44.2508,43.0627,44.11995,43.029987,48.318428,44.079605,43.35746,42.839363,55.18384,45.79596
706,45.0,37.0,42.832428,37.0,47.0,42.0,47.0,42.0,42.208107,45.0,39.64757,41.411892,42.39869,42.09967,43.073418,42.268356,37.181606,40.795403,48.762005,43.690502
707,40.0,40.0,37.047882,40.0,44.0,46.0,58.0,43.333332,41.76197,45.0,35.97461,41.493652,36.768227,41.692055,38.3404,42.0851,31.973318,40.49333,47.61887,44.404716
708,55.0,42.0,40.22592,42.0,62.0,64.0,52.0,56.0,52.05648,65.0,42.080025,52.520004,40.394142,52.098534,40.20918,52.052296,42.416832,52.60421,46.104572,53.526142
709,55.0,43.0,48.896057,43.0,75.0,56.0,66.0,58.0,55.724014,75.0,46.159443,55.03986,49.76816,55.94204,50.97732,56.24433,50.053856,56.013466,50.32241,56.080605
710,65.0,67.0,60.804237,67.0,94.0,74.0,62.0,78.333336,73.95106,90.0,56.344177,72.836044,55.522274,72.63057,57.99185,73.24796,57.886665,73.221664,59.930176,73.732544
711,80.0,74.0,81.26479,74.0,81.0,82.0,66.0,79.0,79.5662,100.0,80.93233,79.48308,73.78,77.695,75.06186,78.015465,85.59979,80.64995,67.21208,76.053024
712,85.0,81.0,79.39642,81.0,66.0,78.0,77.0,75.0,76.099106,110.0,77.783325,75.69583,77.09018,75.522545,82.576706,76.89418,79.40233,76.100586,71.62297,74.15575
713,85.0,80.0,91.90323,80.0,61.0,75.0,83.0,72.0,76.97581,100.0,89.126236,76.281555,89.42634,76.35658,92.28978,77.07245,96.28387,78.07097,72.57689,72.144226
714,100.0,97.0,104.20456,97.0,80.0,90.0,85.0,89.0,92.80114,95.0,112.29179,94.822945,101.46312,92.11578,99.91075,91.72769,114.61427,95.403564,65.14912,83.03728
715,105.0,101.0,103.25598,101.0,91.0,93.0,79.0,95.0,97.063995,85.0,106.91683,97.97921,100.225876,96.30647,100.15346,96.28836,107.76527,98.191315,54.06826,84.76707
716,105.0,107.0,107.38432,107.0,75.0,97.0,81.0,93.0,96.596085,85.0,112.19216,97.79804,100.44429,94.86107,100.19717,94.79929,117.62685,99.15671,65.21899,86.05475
717,90.0,88.0,80.981895,88.0,89.0,80.0,79.0,85.666664,84.495476,90.0,69.46462,81.61616,80.463646,84.36591,68.31774,81.32944,75.81289,83.203224,56.901802,78.47545
718,90.0,79.0,80.075874,79.0,83.0,83.0,83.0,81.666664,81.26897,100.0,70.69952,78.92488,74.25344,79.81336,69.73552,78.68388,73.848114,79.71203,67.73178,78.182945
719,80.0,73.0,60.88525,73.0,89.0,75.0,70.0,79.0,74.47131,110.0,59.924404,74.2311,63.57003,75.14251,62.785908,74.94648,59.75846,74.18961,61.652916,74.66323
720,80.0,75.0,72.173096,75.0,70.0,79.0,71.0,74.666664,74.043274,115.0,66.03129,72.50782,66.47151,72.617874,65.62357,72.40589,68.26914,73.06728,70.95364,73.73841
721,100.0,83.0,81.63753,83.0,67.0,81.0,84.0,77.0,78.15938,105.0,77.13206,77.03301,80.27029,77.81757,74.67253,76.41814,81.79933,78.19983,73.46406,76.11601
722,100.0,97.0,96.51633,97.0,84.0,91.0,78.0,90.666664,92.12908,95.0,94.47856,91.619644,95.82148,91.95537,93.3978,91.34945,97.64288,92.41072,79.29596,87.82399
723,100.0,102.0,100.78688,102.0,71.0,92.0,72.0,88.333336,91.44672,90.0,88.79859,88.449646,95.833405,90.20835,88.59381,88.39845,91.420784,89.105194,79.985886,86.246475
724,100.0,102.0,98.88745,102.0,71.0,89.0,69.0,87.333336,90.22186,85.0,93.01429,88.75357,101.01911,90.754776,92.46326,88.615814,94.987595,89.2469,82.22081,86.05521
725,90.0,91.0,78.68572,91.0,78.0,81.0,71.0,83.333336,82.17143,80.0,72.592384,80.648094,79.12691,82.28172,72.08504,80.521255,69.96726,79.99181,66.91855,79.22964
726,80.0,78.0,63.386242,78.0,70.0,76.0,67.0,74.666664,71.84656,75.0,63.499786,71.87495,67.42959,72.8574,65.5314,72.38285,60.613747,71.153435,65.311745,72.327934
727,75.0,77.0,67.00423,77.0,69.0,75.0,63.0,73.666664,72.00105,75.0,63.468452,71.11711,63.2085,71.052124,64.50514,71.37628,66.09149,71.77287,68.1638,72.290955
728,75.0,68.0,67.49223,68.0,57.0,65.0,59.0,63.333332,64.37306,75.0,62.598698,63.149673,58.706184,62.176544,59.692093,62.423023,61.42694,62.856735,68.6427,64.660675
729,65.0,66.0,60.051697,66.0,52.0,63.0,57.0,60.333332,60.262924,70.0,59.6572,60.1643,56.557957,59.38949,53.164257,58.541065,58.8272,59.956802,66.10785,61.776962
730,65.0,60.0,54.02911,60.0,49.0,63.0,55.0,57.333332,56.50728,65.0,52.73644,56.18411,55.650093,56.91252,50.990498,55.747623,54.225346,56.556335,63.427837,58.85696
731,65.0,64.0,60.62084,64.0,51.0,67.0,52.0,60.666668,60.65521,65.0,61.31924,60.82981,62.794815,61.198704,62.386288,61.096573,57.767113,59.94178,70.31311,63.078278
732,70.0,66.0,64.570915,66.0,49.0,67.0,53.0,60.666668,61.64273,75.0,66.25062,62.062653,67.40151,62.35038,63.65822,61.414555,67.33179,62.332947,66.364716,62.09118
733,70.0,63.0,52.032524,63.0,67.0,69.0,59.0,66.333336,62.758133,75.0,54.120903,63.280228,51.504967,62.626244,51.541447,62.63536,51.883198,62.7208,65.502914,66.12573
734,70.0,61.0,44.424038,61.0,63.0,70.0,57.0,64.666664,59.60601,75.0,49.716072,60.929016,46.128517,60.032127,44.910072,59.727516,38.211617,58.052902,57.08077,62.77019
735,65.0,63.0,51.965683,63.0,48.0,69.0,62.0,60.0,57.99142,70.0,52.718273,58.17957,54.559498,58.639874,54.572598,58.64315,48.741814,57.185455,57.970444,59.49261
736,65.0,65.0,69.27931,65.0,48.0,66.0,56.0,59.666668,62.069828,65.0,70.062874,62.265717,70.520065,62.380016,73.15392,63.038483,71.3786,62.59465,68.159935,61.789986
737,75.0,73.0,65.09723,73.0,58.0,75.0,60.0,68.666664,67.77431,60.0,67.64514,68.411285,65.12901,67.78226,69.02604,68.75651,66.76055,68.19014,66.380615,68.09515
738,75.0,73.0,65.24085,73.0,49.0,69.0,56.0,63.666668,64.06021,55.0,66.42104,64.35526,65.021545,64.00539,65.10675,64.02669,60.00287,62.750717,63.495003,63.62375
739,60.0,58.0,53.822186,58.0,47.0,53.0,51.0,52.666668,52.955547,50.0,52.63022,52.657555,55.680702,53.420174,54.87762,53.219406,45.010715,50.752678,58.39792,54.09948
740,50.0,48.0,46.8702,48.0,45.0,50.0,48.0,47.666668,47.467552,45.0,47.409946,47.602486,50.52824,48.38206,47.738182,47.684547,44.86962,46.967407,60.018627,50.754658
741,50.0,51.0,43.700237,51.0,45.0,53.0,47.0,49.666668,48.17506,40.0,43.325283,48.08132,44.95497,48.488743,44.102974,48.27574,37.948067,46.737015,45.09794,48.524483
742,45.0,48.0,38.29212,48.0,51.0,49.0,40.0,49.333332,46.57303,40.0,39.91131,46.97783,37.748474,46.43712,39.832016,46.958004,36.542645,46.135662,41.527405,47.38185
743,40.0,39.0,35.253872,39.0,36.0,41.0,33.0,38.666668,37.81347,40.0,34.250195,37.56255,37.124546,38.281136,37.386917,38.34673,32.81121,37.202805,43.710342,39.927586
744,40.0,37.0,30.822561,36.0,29.0,36.0,28.0,34.0,33.20564,35.0,32.026184,33.506546,32.598938,33.649734,29.133682,32.78342,30.126404,33.0316,37.234005,34.808502
