,HURR_STAT_TRANSFO_2016,HURR_STAT_TRANSFO_2012,SHIP,TRUTH,HWRF,OFCL,FSSE,GFSO,DSHP,Consensus_wo_HURR,Consensus_HURR_STAT_TRANSFO,HURR_STAT_GRU_2016,HURR_STAT_GRU_2012,Consensus_HURR_STAT_GRU,HURR_STAT_COMP_2016,HURR_STAT_COMP_2012,Consensus_HURR_STAT_COMP,HURR_STAT_2016,HURR_STAT_2012,Consensus_HURR_STAT,HURR_GRU_ONLY_2016,HURR_GRU_ONLY_2012,Consensus_HURR_GRU_ONLY,HURR_TRANSFO_ONLY_2016,HURR_TRANSFO_ONLY_2012,Consensus_HURR_TRANSFO_ONLY,HURR_STAT_TRANSFO_COMP_2016,HURR_STAT_TRANSFO_COMP_2012,Consensus_HURR_STAT_TRANSFO_COMP,CONSENSUS_HURR_4_XGB_MLP_MSE,CONSENSUS_HURR_4_XGB_ElasticNet_MSE
222,61.819202,63.55351,68.0,65.0,61.0,70.0,66.0,52.0,68.0,65.0,64.2048,62.028687,62.4949,64.25717,62.735664,63.06769,64.433914,58.382812,55.90413,63.345703,63.130997,63.1817,64.532745,55.356773,53.889038,62.589195,61.386677,66.08375,64.09667,64.23859379997887,63.240417
223,64.58267,63.9219,68.0,65.0,63.0,65.0,67.0,53.0,68.0,66.0,65.64567,63.80359,61.063725,65.4509,61.916584,63.522705,64.97915,60.94664,60.983925,64.736664,64.97946,63.132454,65.744865,54.52853,54.899418,63.132133,64.05747,65.12774,65.514366,65.0943036218269,65.08997
224,57.616592,58.525574,65.0,65.0,56.0,65.0,63.0,53.0,65.0,61.333332,60.40415,57.681927,58.967106,60.420483,57.353348,61.46915,60.338337,58.198757,60.762875,60.54969,58.473167,59.618637,60.618294,49.065384,50.86708,58.266346,58.542168,60.71918,60.635544,57.57158789933691,57.62377
225,59.644253,59.270607,65.0,60.0,61.0,65.0,65.0,53.0,65.0,63.666668,62.661064,60.313038,60.677,62.82826,60.227005,63.018135,62.80675,59.756428,61.976913,62.689106,61.534637,62.37226,63.13366,45.27028,46.958916,59.06757,56.3809,59.70615,61.845226,60.35133726100038,60.327644
226,58.552242,57.347385,59.0,55.0,57.0,65.0,59.0,56.0,59.0,58.333332,58.38806,60.049614,61.487526,58.762405,62.328117,61.922173,59.33203,59.710308,62.341152,58.677578,62.09531,61.837975,59.273827,44.752968,47.627693,54.93824,53.93375,58.694702,57.233437,60.318066249734514,59.85695
227,59.347744,57.258614,58.0,55.0,59.0,65.0,59.0,58.0,58.0,58.666668,58.836937,60.82814,62.21376,59.207035,58.079895,63.006626,58.519974,60.17014,62.54211,59.042534,63.72953,62.642296,59.93238,45.710075,47.845684,55.42752,55.79184,62.175053,57.94796,59.52143172514194,60.088135
228,59.299923,59.299454,59.0,50.0,55.0,65.0,58.0,55.0,59.0,57.333332,57.82498,58.27781,60.20231,57.56945,61.50112,62.049934,58.375282,60.381424,59.01231,58.095356,60.231007,58.981857,58.05775,49.077724,51.554604,55.269432,58.47163,56.86192,57.61791,59.02466059433127,58.91854
229,52.144768,51.311726,61.0,50.0,53.0,60.0,65.0,50.0,61.0,59.666668,57.786194,52.867893,52.311905,57.966972,50.546505,48.230164,57.386627,51.05355,51.14061,57.51339,52.04951,52.730263,57.76238,47.88564,48.932793,56.72141,51.495903,52.10798,57.623978,52.482245943114876,52.571106
230,65.52924,64.493614,46.0,45.0,39.0,45.0,44.0,36.0,46.0,43.0,48.63231,58.4998,60.71153,46.87495,59.99901,60.409813,47.249752,59.022774,61.65502,47.00569,51.63356,51.64293,45.15839,48.569965,48.17402,44.39249,61.59474,62.848965,47.648685,62.949309146691846,62.623886
231,62.550713,63.745735,44.0,45.0,44.0,45.0,38.0,36.0,44.0,42.0,47.13768,59.81527,57.1467,46.45382,61.43207,64.47965,46.858017,61.14378,60.168194,46.785946,52.965897,54.590363,44.741474,49.446293,49.670826,43.861572,60.85814,63.71819,46.714535,61.30827188290132,61.44138
232,48.687084,55.243137,51.0,45.0,41.0,45.0,46.0,35.0,51.0,46.0,46.671772,58.50201,57.69394,49.125504,46.0707,52.535805,46.017677,49.801533,49.55374,46.950382,49.708817,50.67893,46.927204,49.134933,51.276936,46.783733,47.447163,47.91245,46.36179,53.74987610031267,53.79691
233,47.85894,54.242245,42.0,42.5,44.0,40.0,35.0,36.0,37.0,38.666668,40.964737,52.201847,53.016956,42.05046,47.367775,48.500732,40.84194,48.11582,47.728924,41.028954,46.833504,46.99009,40.708374,48.26785,49.00378,41.066963,46.14261,48.654037,40.535652,49.912551726156124,50.117046
234,43.278732,44.057667,42.0,37.5,33.0,35.0,31.0,32.0,33.0,32.333332,35.069683,40.049564,35.993206,34.26239,35.92813,40.455185,33.232033,40.926247,37.35572,34.48156,37.30603,36.705967,33.576508,46.614037,48.00795,35.90351,42.043133,44.95409,34.760784,39.25572497116106,40.506744
235,42.09198,44.134903,42.0,32.5,32.0,30.0,29.0,27.0,31.0,30.666666,33.522995,36.04052,41.935562,32.01013,37.93081,41.90252,32.482704,39.335297,39.554337,32.833824,42.539227,42.42655,33.634808,49.576637,50.173695,35.394157,40.87459,43.600418,33.218647,37.57320239986845,38.087135
236,34.900017,38.44589,33.0,30.0,29.0,25.0,25.0,19.0,28.0,27.333334,29.225004,28.649494,31.174335,27.662373,33.890877,34.78204,28.97272,36.604843,38.41104,29.65121,39.863907,39.93667,30.465977,54.330036,53.06586,34.082508,37.85701,39.53125,29.964252,31.91450013055782,29.792759
237,59.369595,63.939594,66.0,37.5,40.0,45.0,43.0,37.0,39.0,40.666668,45.3424,63.726677,61.63466,46.43167,55.393192,59.45327,44.348297,55.035343,58.310574,44.258835,60.45541,63.45021,45.613853,60.270317,58.478207,45.56758,67.03932,73.12367,47.25983,63.94513348063446,62.779198
238,51.624763,54.174927,61.0,55.0,40.0,50.0,52.0,42.0,44.0,45.333332,46.90619,52.598957,53.18429,47.14974,45.48319,46.551926,45.370796,47.19071,47.04141,45.797676,52.0883,52.880154,47.022076,53.27393,53.28226,47.31848,55.05687,58.808598,47.764217,52.22083084869929,52.41252
239,48.224766,43.367573,47.0,60.0,58.0,50.0,53.0,44.0,45.0,52.0,51.05619,49.909454,47.267616,51.477364,38.10464,43.64469,48.52616,43.4741,42.251534,49.868523,39.19209,38.062813,48.798023,42.79158,44.1509,49.697895,46.06354,43.07666,50.515884,48.4442191874571,48.857437
240,42.18283,41.2481,40.0,65.0,66.0,50.0,59.0,51.0,43.0,56.0,52.545708,43.448296,49.736675,52.862076,40.947166,46.86828,52.236794,47.86782,46.322273,53.966957,37.610977,39.21482,51.402744,41.323433,39.672363,52.330856,40.598755,40.76997,52.14969,39.34595064287509,40.897545
241,65.5101,57.6164,51.0,75.0,58.0,65.0,68.0,69.0,51.0,59.0,60.627525,63.945316,64.8158,60.23633,56.126774,61.529484,58.281693,59.87919,62.088913,59.219795,51.219357,54.03952,57.05484,46.048653,44.090687,55.76216,64.96197,60.319244,60.490494,65.27412409434523,65.18419
242,72.15935,74.86333,70.0,70.0,65.0,70.0,69.0,68.0,70.0,68.0,69.03984,81.69197,80.89955,71.42299,70.76663,71.00517,68.69166,71.5879,72.03636,68.89697,69.11755,70.51729,68.27939,60.332275,61.23256,66.08307,79.059494,79.121,70.76488,79.90122438459431,78.62114
243,70.2715,63.133617,67.0,42.5,33.0,40.0,43.0,26.0,49.0,41.666668,48.817875,72.38976,68.61271,49.347443,71.62355,66.558334,49.155888,60.686977,60.69294,46.421745,73.33542,78.18987,49.583855,53.74112,49.527554,44.68528,63.853237,73.15071,47.21331,75.77216438090336,74.77792
244,50.49678,52.498104,57.0,60.0,61.0,55.0,62.0,49.0,57.0,60.0,57.624195,54.861046,52.13433,58.715263,51.023987,52.237755,57.755997,52.570126,49.609608,58.142532,53.619,53.16364,58.40475,50.181664,49.22718,57.545418,55.521942,53.96328,58.880486,52.18637116845521,52.555866
245,60.193745,56.054665,53.0,65.0,59.0,50.0,57.0,60.0,53.0,56.333332,57.298435,59.95118,60.651855,57.237793,56.36908,55.76646,56.34227,55.570965,56.248623,56.142742,61.04315,59.677696,57.510788,49.22182,51.340927,54.555454,58.209156,53.269646,56.802288,61.55129785528939,60.942383
246,67.66466,67.77067,62.0,70.0,57.0,60.0,61.0,81.0,62.0,60.0,61.916164,65.28587,65.28931,61.32147,63.582275,64.11627,60.89557,59.402832,64.41734,59.850708,64.00559,64.88557,61.001396,54.83835,55.404312,58.709587,69.38909,71.609764,62.347275,69.16803750599439,68.29158
247,70.7512,77.46376,74.0,70.0,71.0,75.0,68.0,82.0,74.0,71.0,70.9378,72.6224,70.67204,71.4056,67.27812,68.02533,70.069534,64.39905,68.115425,69.34976,69.58178,68.57154,70.64545,53.836956,50.88492,66.709236,80.7062,82.05565,73.42655,74.75349142616983,73.680855
248,77.37714,75.83342,73.0,75.0,55.0,75.0,78.0,81.0,73.0,68.666664,70.844284,76.219894,76.18148,70.55498,76.27817,72.23986,70.56954,73.642685,71.8496,69.910675,73.12383,75.3471,69.78096,56.38266,55.566254,65.595665,79.3816,79.60625,71.3454,78.57099651224237,78.400475
249,76.380775,77.47621,68.0,80.0,74.0,75.0,73.0,73.0,68.0,71.666664,72.84519,81.10306,78.53035,74.025764,75.39851,82.26076,72.599625,81.39911,80.932175,74.09978,76.841156,78.40741,72.96029,64.803505,62.423813,69.950874,79.12897,75.815025,73.53224,78.3005430813827,78.75903
250,75.42731,75.71819,71.0,85.0,70.0,75.0,82.0,70.0,71.0,74.333336,74.60683,81.91026,83.04152,76.22757,79.66256,79.48322,75.66564,79.87749,80.17036,75.719376,80.77883,80.992775,75.94471,64.51755,64.28995,71.87939,76.79876,80.448135,74.94969,78.76953791081564,79.66811
251,69.6183,69.33687,78.0,95.0,103.0,80.0,88.0,79.0,78.0,89.666664,84.65457,74.17262,74.85066,85.79315,70.6738,71.80247,84.91845,72.25093,72.12771,85.31273,71.43041,74.71737,85.107605,60.450737,59.09751,82.362686,66.4166,71.29837,83.85415,71.73881040354202,72.48918
252,71.64659,74.959206,81.0,90.0,116.0,85.0,97.0,78.0,81.0,98.0,91.41165,75.88892,77.166824,92.47223,74.37782,77.54347,92.09445,76.33749,75.00207,92.58437,77.08246,78.14598,92.770615,60.657043,60.00845,88.66426,74.43091,76.799065,92.10773,73.02884648127213,74.11911
253,74.01903,75.75532,81.0,80.0,117.0,85.0,99.0,84.0,81.0,99.0,92.75476,73.062325,76.4471,92.51558,70.17341,69.27665,91.79335,71.778404,70.90596,92.1946,73.076,74.50788,92.519,61.20988,59.692703,89.55247,73.84037,71.63574,92.71009,73.56612935225581,74.2923
254,74.66516,75.87691,79.0,60.0,88.0,75.0,85.0,86.0,79.0,84.0,81.66629,73.517075,75.612526,81.37927,73.35647,70.66154,81.33912,74.26141,75.24776,81.56535,75.21268,73.6436,81.80317,63.60466,62.125298,78.90117,66.43862,69.45753,79.60966,74.24553134956406,74.72727
255,68.62561,70.00412,73.0,50.0,63.0,70.0,62.0,71.0,73.0,66.0,66.6564,76.19957,75.55754,68.5499,76.60502,73.32132,68.65125,74.08076,77.91729,68.02019,80.39795,77.95078,69.59949,65.55027,64.83023,65.887566,66.73087,70.48225,66.18272,72.72880335362255,73.50132
256,65.56916,65.75912,65.0,40.0,45.0,60.0,51.0,53.0,65.0,53.666668,56.64229,60.635117,64.07854,55.40878,67.185135,67.05523,57.046284,70.11659,70.11189,57.77915,60.885513,63.23195,55.47138,61.023987,61.84209,55.505997,67.242935,61.888428,57.060734,61.47477923284247,62.12772
257,55.382362,57.059628,54.0,35.0,41.0,55.0,42.0,44.0,54.0,45.666668,48.09559,61.618332,60.753162,49.654583,58.03736,57.33304,48.75934,57.681572,59.020626,48.670395,60.76006,58.04757,49.440014,55.558613,57.464355,48.139652,54.27617,56.513542,47.819042,59.168524786495986,58.997032
258,45.6534,45.64601,39.0,35.0,36.0,45.0,33.0,40.0,39.0,36.0,38.41335,43.919987,44.023132,37.979996,40.90526,45.17917,37.226315,46.20947,44.700676,38.55237,39.240467,41.22872,36.810116,47.865257,48.04641,38.966316,46.44693,44.563534,38.611732,42.04814012365235,43.502956
259,40.568733,40.10187,45.0,30.0,43.0,40.0,40.0,30.0,45.0,42.666668,42.14218,42.529762,45.38742,42.63244,40.398415,41.153187,42.0996,43.900818,43.04931,42.975204,47.10075,46.946033,43.77519,47.874413,46.76949,43.968605,40.407265,39.588646,42.101814,39.64242322343692,40.368076
260,34.27053,34.340103,46.0,30.0,38.0,40.0,40.0,29.0,46.0,41.333332,39.567635,34.8395,35.268265,39.709877,35.745445,34.525818,39.936363,33.671173,35.18175,39.417793,35.123993,35.62223,39.781,48.221855,51.956577,43.055466,36.383095,35.29387,40.09577,34.34886017680964,34.172863
261,37.305138,37.47487,40.0,30.0,33.0,40.0,38.0,27.0,40.0,37.0,37.076286,41.87272,43.142952,38.218178,37.6961,36.141323,37.174026,33.167427,34.7106,36.041855,44.498924,45.75152,38.874733,48.463387,53.761486,39.865845,37.690674,37.53366,37.17267,39.3432766494537,40.48919
262,36.660324,36.946484,41.0,30.0,37.0,40.0,41.0,29.0,41.0,39.666668,38.91508,38.1981,38.808567,39.299526,34.857597,36.86077,38.4644,35.88993,37.133377,38.72248,39.96964,40.553677,39.74241,50.67306,55.07683,42.418266,37.13641,36.677483,39.034103,36.17237441136116,36.852715
263,32.62083,32.508514,45.0,30.0,41.0,40.0,43.0,26.0,45.0,43.0,40.40521,30.660791,31.22295,39.9152,30.397846,33.240517,39.84946,30.437387,29.246714,39.85935,32.314175,32.537502,40.328545,41.939857,43.71272,42.734962,32.034927,33.099586,40.25873,30.11803823398216,30.829208
264,72.30095,70.05202,62.0,90.0,68.0,60.0,66.0,84.0,62.0,65.333336,67.07524,68.811104,69.51429,66.202774,67.35705,71.395676,65.839264,69.42419,70.00164,66.35605,66.516266,67.93016,65.62907,63.357185,62.05404,64.839294,71.90062,65.50942,66.97516,70.79470004126621,70.983826
265,89.79332,85.93976,86.0,95.0,69.0,105.0,91.0,79.0,86.0,82.0,83.94833,97.03548,90.501656,85.758865,81.498825,77.965034,81.87471,80.1104,81.730835,81.5276,86.23305,84.766106,83.05826,76.60277,77.79699,80.650696,91.4628,80.56049,84.3657,101.48561632141909,96.929245
266,95.896194,102.81111,104.0,105.0,112.0,110.0,113.0,89.0,104.0,109.666664,106.224045,92.452225,93.21234,105.36305,89.98871,89.11891,104.74718,92.06764,95.79433,105.26691,84.559326,87.73074,103.38983,75.33739,77.516815,101.08435,92.06586,94.361725,105.266464,96.44201784732965,95.66138
267,91.28106,94.210434,94.0,115.0,111.0,110.0,98.0,88.0,94.0,101.0,98.57027,80.5921,81.47421,95.898026,90.54369,92.73364,98.385925,94.05028,88.15973,99.26257,76.53157,81.339386,94.88289,74.80791,76.82722,94.45198,92.07084,99.69368,98.76771,87.04855892483364,85.51463
268,87.51076,86.43289,100.0,105.0,101.0,105.0,95.0,80.0,100.0,98.666664,95.877686,65.29495,64.22733,90.32374,83.22815,81.56262,94.80704,82.9008,80.74259,94.725204,64.71572,65.62043,90.17893,75.601555,70.56506,92.90039,82.93662,80.641914,94.73415,75.9150549072131,75.980255
269,64.40466,58.789433,102.0,65.0,70.0,90.0,59.0,63.0,58.0,62.333332,62.851166,54.026085,51.844597,60.256523,63.198708,62.132996,62.549675,61.67715,59.105408,62.16929,67.621155,62.569862,63.65529,68.83102,69.73453,63.957756,58.702362,55.627563,61.42559,59.39046756736502,59.057682
270,57.678417,52.639744,104.0,50.0,51.0,75.0,51.0,47.0,53.0,51.666668,53.169605,52.906944,53.42095,51.976738,51.61736,65.46552,51.65434,57.07079,55.641243,53.017696,60.31731,57.824123,53.829327,70.40928,72.20355,56.352318,41.99671,53.591827,49.249176,53.06612204944116,54.285282
271,54.810173,48.074696,101.0,45.0,44.0,65.0,48.0,36.0,39.0,43.666668,46.452545,47.365993,49.951954,44.5915,58.047897,59.803905,47.261974,49.826942,50.58773,45.206734,53.812088,50.752064,46.203022,63.478634,68.23187,48.61966,54.249474,51.53014,46.31237,53.69363147083234,52.008488
272,36.649506,36.032913,90.0,40.0,47.0,50.0,34.0,34.0,36.0,39.0,38.412376,31.27536,41.857056,37.06884,38.302834,38.575752,38.825706,34.512833,35.55999,37.87821,44.30213,38.477364,40.32553,51.057716,51.20696,42.014427,49.355892,40.36565,41.588974,33.90992059610014,33.454247
273,30.48359,32.01075,56.0,35.0,44.0,40.0,27.0,26.0,31.0,34.0,33.120895,30.888268,27.55016,33.22207,32.829227,31.412,33.707306,25.53919,31.484991,31.884798,24.695162,24.886171,31.67379,39.053566,38.82293,35.26339,28.73897,25.69887,32.684742,29.84464090928319,31.333458
274,27.525677,28.815058,47.0,35.0,32.0,35.0,32.0,26.0,30.0,31.333334,30.38142,27.08622,26.347473,30.271555,28.34768,28.57067,30.58692,26.232431,29.889574,30.058107,28.988869,26.06175,30.747217,37.602203,38.585953,32.90055,27.082272,29.985151,30.270569,26.750527864159963,26.63331
275,30.295914,32.765957,47.0,35.0,30.0,30.0,28.0,27.0,29.0,29.0,29.323978,34.292953,34.611794,30.323238,27.16874,28.743902,28.542185,29.050123,30.979586,29.012531,36.11834,34.382454,30.779585,40.57639,40.92446,31.894096,27.515339,31.547482,28.628834,30.029102508622884,31.665644
276,27.669018,26.822495,41.0,40.0,31.0,30.0,29.0,28.0,29.0,29.666666,29.167255,25.949259,26.929953,28.737314,27.689688,28.13827,29.172422,25.576624,27.590946,28.644156,25.99583,27.26084,28.748959,34.10608,37.200455,30.77652,28.309782,24.873606,29.327446,25.956178494990297,26.099737
277,26.993895,27.315739,34.0,40.0,31.0,35.0,28.0,25.0,28.0,29.0,28.498474,26.80699,27.152363,28.451748,27.992426,27.60149,28.748106,26.856918,25.028458,28.46423,27.141436,27.565779,28.535358,37.73242,43.73324,31.183105,26.268013,25.32818,28.317003,26.607026819102177,25.968393
278,31.043114,32.684006,38.0,40.0,27.0,35.0,32.0,25.0,28.0,29.0,29.510778,29.947464,34.516216,29.236866,30.416178,30.970732,29.354044,29.358807,28.531027,29.089703,33.30956,34.883163,30.077389,38.128117,44.988796,31.282028,31.474382,30.043037,29.618595,29.494462927044818,29.799318
279,36.997528,38.136703,38.0,40.0,31.0,40.0,35.0,29.0,33.0,33.0,33.999382,40.9206,42.030525,34.98015,37.152206,34.23372,34.03805,37.94062,34.31057,34.235153,42.363647,43.23129,35.34091,42.5314,46.38112,35.38285,35.758682,34.35376,33.68967,38.466939903483805,38.48093
280,44.583282,50.32449,38.0,40.0,33.0,35.0,36.0,30.0,39.0,36.0,38.14582,43.0691,44.86481,37.767273,41.44489,43.027466,37.36122,42.440956,44.142494,37.610237,45.98092,47.994766,38.49523,50.49537,49.39877,39.62384,42.702923,47.65622,37.67573,43.16745813234458,43.409134
281,43.99641,46.69731,37.0,40.0,31.0,35.0,35.0,33.0,37.0,34.333332,36.749104,41.155758,44.20609,36.03894,40.53743,43.595863,35.884357,41.017292,43.375153,36.004322,44.047424,46.289474,36.761856,48.937634,50.302555,37.98441,42.567284,46.391754,36.391823,42.07648196945179,42.16134
282,44.207603,47.103657,40.0,45.0,35.0,40.0,37.0,37.0,40.0,37.333332,39.051903,42.053833,45.373024,38.51346,41.276375,42.37256,38.31909,39.49427,42.662884,37.873566,44.74489,45.97224,39.186222,46.248344,48.063362,39.562088,39.694855,47.964294,37.923714,43.506057355363694,43.29942
283,40.185173,45.587326,44.0,40.0,37.0,40.0,37.0,31.0,44.0,39.333332,39.546295,38.239685,44.18723,39.05992,40.022114,40.961975,39.505527,37.852623,42.994736,38.963158,42.841278,45.1878,40.21032,45.15445,47.751873,40.788612,41.625523,46.69118,39.90638,39.421525083594524,39.01601
284,40.384567,46.432766,44.0,40.0,36.0,40.0,36.0,34.0,44.0,38.666668,39.09614,42.230747,48.696312,39.557686,40.85071,42.11545,39.212677,39.343754,44.500923,38.835938,49.61564,50.770073,41.403908,47.04833,47.734013,40.76208,40.767044,50.44407,39.19176,41.77251567078336,41.281563
285,45.617424,50.56231,51.0,37.5,32.0,30.0,34.0,26.0,31.0,32.333332,35.654358,50.897858,54.16346,36.974464,49.979652,52.98189,36.74491,50.179058,55.05804,36.794765,55.689228,56.953255,38.172306,47.769657,48.734283,36.192413,49.083126,56.99818,36.520782,48.01456324951357,47.92481
286,41.706093,46.436543,51.0,32.5,29.0,30.0,30.0,27.0,31.0,30.0,32.92652,40.36275,48.524788,32.590687,42.809444,45.087456,33.202362,43.218876,47.62376,33.304718,46.32535,47.648018,34.081337,47.694954,49.08918,34.423737,46.225418,47.40044,34.056355,40.30292696689759,40.17212
287,30.916986,37.410454,43.0,27.5,27.0,30.0,25.0,27.0,28.0,26.666666,27.729246,37.27503,41.029438,29.318756,34.407112,39.185448,28.601778,35.703796,37.93524,28.92595,45.244,45.142548,31.311,48.480686,50.19509,32.12017,36.949955,40.947884,29.237488,33.57215996820227,33.116318
288,34.944267,39.760582,42.0,20.0,31.0,30.0,27.0,16.0,28.0,28.666666,30.236067,42.201805,48.531033,32.050453,31.02578,36.540268,29.256445,30.82273,38.428032,29.205683,49.530098,51.99402,33.882523,48.705177,50.974693,33.676292,36.234528,47.07147,30.558632,36.07285735831497,39.086945
289,32.70439,32.772175,39.0,24.999998,31.0,25.0,25.0,22.0,28.0,28.0,29.176098,34.708168,33.03425,29.677042,29.029613,30.73837,28.257404,28.87473,31.286734,28.218681,35.83074,36.07038,29.957685,42.726,43.76104,31.6815,30.065853,33.167473,28.516464,30.966021950768006,33.534683
290,79.25113,76.6983,78.0,100.0,74.0,80.0,86.0,61.0,78.0,79.333336,79.31278,83.65869,89.18294,80.41467,79.5289,81.68997,79.382225,78.44164,78.21955,79.11041,90.96388,94.67763,82.24097,67.81278,63.38006,76.45319,76.10846,81.20634,78.527115,82.85242639350261,83.173805
291,87.61288,96.41,89.0,100.0,93.0,105.0,89.0,70.0,89.0,90.333336,89.65322,104.18355,102.81845,93.79588,95.69276,91.9103,91.67319,95.38631,91.727844,91.59657,105.75372,103.73839,94.18843,68.9424,65.65145,84.985596,97.15519,101.02319,92.038795,98.84360247082678,98.13399
292,100.82594,103.24768,104.0,100.0,104.0,105.0,113.0,65.0,104.0,107.0,105.45648,95.27522,99.83223,104.0688,99.86832,96.42862,105.21708,100.10454,96.52242,105.27614,103.07613,101.03448,106.019035,60.632885,61.109013,95.40822,104.54537,103.493866,106.386345,100.23620575429025,99.395065
293,101.51488,102.65796,100.0,100.0,104.0,100.0,98.0,64.0,100.0,100.666664,100.87872,99.11798,103.74138,100.279495,99.402374,99.3363,100.35059,98.33542,99.15745,100.083855,110.582245,109.00578,103.14556,63.37754,61.770588,91.34438,105.54619,104.50749,101.88655,102.52369099516739,102.48134
294,96.61307,100.24107,94.0,100.0,99.0,100.0,93.0,61.0,94.0,95.333336,95.65327,92.657074,96.700294,94.66427,94.91336,92.84781,95.22834,93.919464,93.67688,94.979866,102.340256,103.82755,97.08507,64.313896,64.87855,87.578476,97.19731,96.14162,95.79933,96.36680441528752,96.3725
295,96.46652,97.05449,91.0,95.0,92.0,90.0,92.0,61.0,91.0,91.666664,92.86663,98.065155,95.13713,93.26629,95.19931,92.781784,92.54983,93.898575,92.45025,92.22464,100.92653,99.600525,93.98163,73.84587,71.32249,87.21147,99.66441,95.82449,93.66611,99.79439362736042,99.61067
296,97.53183,99.44705,95.0,95.0,104.0,105.0,92.0,61.0,95.0,97.0,97.13296,97.948364,99.03431,97.23709,96.20735,96.62315,96.801834,95.291504,96.43976,96.572876,102.308044,102.96686,98.32701,76.28414,71.7293,91.82104,104.443504,100.2403,98.86088,99.83341585892005,99.91336
297,102.72667,103.14314,102.0,95.0,84.0,105.0,107.0,76.0,102.0,97.666664,98.93167,100.13613,98.84424,98.284035,95.40181,96.11459,97.10045,99.19203,97.96174,98.048004,101.33536,101.91249,98.58384,76.484085,74.607414,92.37102,109.5672,98.90372,100.6418,104.62992303790116,103.02095
298,100.078964,99.33738,98.0,95.0,108.0,100.0,100.0,78.0,98.0,102.0,101.519745,105.211914,105.075714,102.80298,99.102066,97.38996,101.27551,99.68906,98.91599,101.422264,103.34116,103.97687,102.33529,78.426056,74.58965,96.106514,100.91546,102.76701,101.72887,106.06103561214384,105.004166
299,90.267525,82.12953,94.0,100.0,121.0,100.0,98.0,72.0,94.0,104.333336,100.81688,91.832016,92.89308,101.20801,91.19774,86.65436,101.04944,88.9418,86.27678,100.48545,89.13042,89.76701,100.53261,71.62061,70.146835,96.15515,89.83548,90.20102,100.70887,92.89123097390663,93.124725
300,103.65427,97.43321,96.0,100.0,129.0,100.0,105.0,89.0,96.0,110.0,108.41357,102.215805,103.250755,108.053955,96.11012,92.69774,106.52753,93.468216,92.46921,105.86705,97.258865,99.34662,106.81471,78.1638,73.01142,102.040955,99.68707,100.00516,107.42177,108.96794855180421,106.31252
301,100.03422,97.04472,98.0,100.0,117.0,100.0,108.0,75.0,98.0,107.666664,105.75855,101.99962,103.611786,106.24991,98.7257,99.519905,105.43143,98.87464,99.04225,105.46866,97.11479,95.71416,105.0287,75.745186,71.249176,99.686295,96.839485,96.41502,104.95987,103.55519592900714,103.18686
302,98.20712,98.19704,101.0,105.0,113.0,105.0,110.0,85.0,101.0,108.0,105.55178,104.45007,107.43384,107.11252,101.10109,99.08613,106.27527,98.51564,100.25401,105.62891,99.641716,100.8624,105.91043,80.172226,74.987495,101.04306,98.30008,101.00881,105.57502,104.31565849219592,104.06944
303,105.40824,107.14082,108.0,110.0,127.0,110.0,118.0,88.0,108.0,117.666664,114.60206,117.58137,118.22606,117.64534,105.98525,103.44049,114.746315,106.364944,106.602554,114.84123,113.67926,112.73245,116.669815,79.072716,70.861244,108.01818,108.45543,104.9241,115.36386,117.36951782381102,114.68182
304,106.574066,107.91368,107.0,115.0,128.0,110.0,117.0,90.0,107.0,117.333336,114.64352,120.06352,119.944336,118.015884,104.92201,102.05205,114.2305,103.906555,102.77608,113.97664,116.48102,116.30002,117.120255,77.55384,73.11094,107.38846,109.0184,109.720825,115.2546,121.2142083480925,117.29921
305,110.203,112.687546,109.0,125.0,111.0,110.0,118.0,92.0,109.0,112.666664,112.05075,116.72414,118.45601,113.68103,104.43378,101.80728,110.608444,103.27217,101.36395,110.31804,114.81258,113.04791,113.20314,85.21115,79.742386,105.80279,110.95957,112.64974,112.23989,121.02773574090021,117.36894
306,116.56833,117.12045,109.0,135.0,122.0,110.0,114.0,87.0,109.0,115.0,115.39208,119.19162,121.20665,116.047905,111.073975,110.500336,114.01849,104.72165,111.927185,112.43041,118.05673,116.89081,115.76418,78.9687,74.23094,105.99217,115.72728,118.900085,115.18182,126.20197157461318,122.89023
307,117.837814,116.57814,113.0,150.0,130.0,120.0,122.0,94.0,113.0,121.666664,120.70946,119.28963,121.212524,121.0724,111.97954,112.51239,119.24489,109.65863,116.2756,118.66466,119.14374,118.24667,121.035934,73.81581,72.24991,109.70395,116.09648,116.509,120.274124,125.36414478768943,122.53842
308,120.51317,120.72531,121.0,155.00002,131.0,130.0,130.0,94.0,121.0,127.333336,125.628296,120.87059,120.8965,125.71765,116.84898,114.07317,124.71225,115.0674,115.565605,124.266846,120.765854,120.413925,125.69147,75.800186,71.53435,114.45004,121.03676,118.933716,125.759186,126.3426999797835,124.267944
309,120.71393,121.122955,125.0,155.00002,128.0,130.0,131.0,100.0,125.0,128.0,126.17848,121.16914,121.39307,126.29228,122.26596,117.43046,126.56649,120.07732,119.347946,126.01933,121.091034,121.30008,126.27276,76.97933,71.62397,115.244835,120.315216,123.62091,126.078804,126.80841646706679,124.0296
